Title,Takeaway,Authors,Year,Citations,Abstract,Study Type,Journal,Journal SJR Quartile,DOI,Consensus Link
"Lifestyle Medicine and Behavioral Health: A Time for Deeper Integration.","Integrating lifestyle interventions into behavioral health can foster resilience, reduce disease burden, and advance whole-person care for individuals and communities.","Steven Mauro, MaryEllen Eller, Ron Stout",2025,2,"Mental health in the United States faces a mounting crisis, with rising prevalence, inadequate outcomes from pharmacologic treatments, and compounding social and environmental stressors. Traditional care models often neglect the biopsychosocial factors that shape psychological well-being, underscoring the need for a deeper integration of lifestyle medicine and behavioral health. Lifestyle interventions including nutrition, physical activity, sleep hygiene, stress resilience, social connection, and reduction of harmful substance use are biologically active treatments that influence neuroplasticity, inflammation, circadian rhythms, and emotional regulation. Framing these as first-line, rather than adjunctive, interventions repositions them at the center of mental healthcare. Behavioral health professionals are uniquely positioned to facilitate this shift through therapeutic alliance, motivational interviewing, psychoeducation, and interprofessional collaboration. Clinical integration requires systematic assessment of lifestyle domains, incorporation into psychotherapeutic modalities, and deployment within community and digital platforms to enhance access and adherence. Emerging fields such as lifestyle psychiatry, positive psychology, and community-based health models highlight the promise of synergistic care that addresses meaning, purpose, and connectedness. By embedding lifestyle medicine into behavioral health practice, clinicians can foster resilience, reduce disease burden, and expand the scope of preventive and therapeutic strategies, advancing whole-person care for individuals and communities.","","American journal of lifestyle medicine","2","10.1177/15598276251381252","https://consensus.app/papers/lifestyle-medicine-and-behavioral-health-a-time-for-deeper-mauro-eller/da7d44575aae51b3ba898f65992c9f2e/"
"A Cross Sectional and Longitudinal Assessment of Neuropsychiatric Symptoms and Brain Functional Connectivity in Patients With Mild Cognitive Impairment, Cerebrovascular Disease and Parkinson Disease","Neuropsychiatric symptoms are associated with functional connectivity in the default mode network, executive control network, and salience network, with MCI and PD showing positive associations and CVD showing negative associations.","N. Rashidi-Ranjbar, N. Churchill, Sandra E. Black, Sanjeev Kumar, M. Tartaglia, Morris Freedman, Anthony E. Lang, Joel Ramirez, G. Saposnik, Paula M McLaughlin, S. Symons, Bruce G Pollock, Tarek K. Rajji, Michael J. Borrie, M. Masellis, S. H. Pasternak, A. Frank, D. Seitz, Zahinoor Ismail, D. Tang‐Wai, Christopher J. M. Scott, Dar Dowlatshahi, A. Hassan, David G Munoz, L. Fornazzari, Corinne E. Fischer, Tom A. Schweizer",2025,3,"Mild Behavioral Impairment (MBI) is characterized by later-life emergent and persistent neuropsychiatric symptoms (NPS) in older adults without dementia, serving as a potential precursor to various forms of dementia. This study explores the association between NPS and functional connectivity (FC) of the default mode network (DMN), executive control network (ECN), and salience network (SN) across three cohorts: mild cognitive impairment due to AD (MCI), cerebrovascular disease (CVD), and Parkinson's disease (PD). Additionally, the effect of CNS medication on NPS-FC associations was explored. Participants were recruited from the Ontario Neurodegenerative Disease Research Initiative (ONDRI). NPS were evaluated using the Neuropsychiatric Inventory Questionnaire (NPI-Q). We used dual regression to generate subject-specific whole-brain FC maps of the DMN, ECN, and SN. Using permutation testing we examined the association between NPS scores and FC maps at baseline (n = 349) and over a 2-year period (n = 225), controlling for age, sex, and years of education. A post-hoc linear model was used to assess the effect of CNS medication on each significant NPI-FC association within each group. In the MCI group (n = 73), baseline disturbed nighttime behavior was positively correlated with functional connectivity (FC) between the anterior sensorimotor network. Longitudinally (n = 46), appetite changes were positively associated with FC between the anterior SN and fusiform gyrus. Disinhibition and apathy correlated with FC between the posterior SN and DMN. In the CVD group (n = 144), baseline anxiety was negatively associated with FC within the DMN and between the right ECN and DMN in the left hippocampus. Longitudinally (n = 99), agitation/aggression changes were negatively associated with FC between the right ECN and left anterior cerebellum. Irritability, the most common symptom in both MCI and CVD, did not have identifiable neural correlates, possibly due to its complexity or analysis limitations. In the PD group (n = 132), baseline disturbed nighttime behavior was positively associated with FC between the right ECN and DMN in the precuneus and left ECN and fusiform gyrus. Longitudinally (n = 80), changes in nighttime behavior correlated with FC between the left ECN and DMN in the precuneus. CNS medications had no effect on NPI-FC associations in the MCI group. In the CVD group, the absence of CNS medications was linked to decreased right ECN FC. In the PD group, Parkinson's medications changed the direction of the NPI night-time score-FC correlation at both baseline and the 2-year assessment, with higher scores associated with reduced left ECN FC in medicated individuals. In conclusion, our study highlights the critical role of the DMN, ECN, and SN in processing neuropsychiatric symptoms (NPS) across MCI, CVD, and PD populations. We found significant associations between NPS and functional connectivity (FC) within and between these networks. MCI and PD showed positive associations with FC, particularly for disturbed nighttime behavior, while CVD exhibited negative associations, notably with anxiety and agitation. Although irritability was common in both MCI and CVD groups, its neural correlates remain unclear, emphasizing the need for further investigation. These findings support existing literature and pave the way for targeted therapeutic approaches, such as brain stimulation, to alleviate NPS. Additionally, the complex role of CNS medications in modulating NPS and FC warrants further investigation.","non-rct observational study","International Journal of Geriatric Psychiatry","1","10.1002/gps.70075","https://consensus.app/papers/a-cross-sectional-and-longitudinal-assessment-of-rashidi-ranjbar-churchill/574389ed302e51e19fb9c11fda92d06b/"
"The Neuropsychology of Chronic Neurological Disorders: A Review of Cognitive and Emotional Impairments","Chronic neurological disorders impair cognitive and emotional functioning, affecting daily living and long-term outcomes, necessitating a multidisciplinary, patient-centered approach to neuropsychological care.","Harsh S, Haseeb Javaid Rather, Amitabh Dwivedi, Suman Bala, P. Velladurai, Seethalakshmy Anantharaman",2025,0,"Chronic neurological disorders (CNDs) represent a broad spectrum of conditions, including Alzheimer's disease, Parkinson's disease, epilepsy, multiple sclerosis, stroke, and traumatic brain injury that significantly impair cognitive and emotional functioning. These neuropsychological deficits are not merely ancillary to neurological deterioration but are core features that profoundly affect daily living and long-term outcomes. This review synthesizes current evidence on the cognitive domains most commonly affected, such as memory, attention, executive function, and language, and the spectrum of emotional disturbances, including depression, anxiety, apathy, and mood dysregulation. By examining disorder-specific profiles, neurobiological underpinnings, and brain-behavior relationships, the review underscores the interdependence between cognitive and emotional processes. Further, it evaluates standard and emerging neuropsychological assessment tools, including neuroimaging and digital platforms, and outlines intervention strategies ranging from cognitive rehabilitation and psychotherapy to pharmacological and integrative care models. Limitations in cultural adaptation, technological implementation, and longitudinal tracking are discussed alongside future research directions emphasizing AI, genomics, and personalized medicine. The findings advocate for a multidisciplinary and patient-centered approach to neuropsychological care, which is essential for enhancing quality of life in individuals affected by CNDs.","literature review","Cureus","","10.7759/cureus.93642","https://consensus.app/papers/the-neuropsychology-of-chronic-neurological-disorders-a-s-rather/03c0b6234fed5743ae4a025d71738bd6/"
"Attachment styles, identification of feelings and psychiatric symptoms in functional neurological disorders.","Attachment avoidance, mood disorders, and difficulty identifying feelings are significant predictors of Functional Neurological Disorders, with gender, anxiety, and difficulty identifying feelings also influencing functional seizures.","S. Cuoco, V. Nisticò, A. Cappiello, S. Scannapieco, O. Gambini, P. Barone, R. Erro, B. Demartini",2021,16,"","non-rct observational study","Journal of psychosomatic research","1","10.1016/j.jpsychores.2021.110539","https://consensus.app/papers/attachment-styles-identification-of-feelings-and-cuoco-nistic%C3%B2/7a591a775dee5f75b01d02800dda90d8/"
"Current Concepts in Diagnosis and Treatment of Functional Neurological Disorders","The new diagnostic model for functional neurological disorders emphasizes neurological signs and past sensitizing events, with promising evidence for physical rehabilitation and psychological interventions.","A. Espay, S. Aybek, A. Carson, M. Edwards, L. Goldstein, M. Hallett, K. LaFaver, W. LaFrance, A. Lang, T. Nicholson, G. Nielsen, M. Reuber, V. Voon, J. Stone, Francesca Morgante, Francesca Morgante",2018,580,"Functional neurological disorders (FND) are common sources of disability in medicine. Patients have often been misdiagnosed, correctly diagnosed after lengthy delays, and/or subjected to poorly delivered diagnoses that prevent diagnostic understanding and lead to inappropriate treatments, iatrogenic harm, unnecessary and costly evaluations, and poor outcomes. Functional Neurological Symptom Disorder/Conversion Disorder was adopted by the Diagnostic and Statistical Manual of Mental Disorders, Fifth Edition, replacing the term psychogenic with functional and removing the criterion of psychological stress as a prerequisite for FND. A diagnosis can now be made in an inclusionary manner by identifying neurological signs that are specific to FNDs without reliance on presence or absence of psychological stressors or suggestive historical clues. The new model highlights a wider range of past sensitizing events, such as physical trauma, medical illness, or physiological/psychophysiological events. In this model, strong ideas and expectations about these events correlate with abnormal predictions of sensory data and body-focused attention. Neurobiological abnormalities include hypoactivation of the supplementary motor area and relative disconnection with areas that select or inhibit movements and are associated with a sense of agency. Promising evidence has accumulated for the benefit of specific physical rehabilitation and psychological interventions alone or in combination, but clinical trial evidence remains limited. Functional neurological disorders are a neglected but potentially reversible source of disability. Further research is needed to determine the dose and duration of various interventions, the value of combination treatments and multidisciplinary therapy, and the therapeutic modality best suited for each patient.","","JAMA Neurology","1","10.1001/jamaneurol.2018.1264","https://consensus.app/papers/current-concepts-in-diagnosis-and-treatment-of-functional-espay-aybek/9521734ca9b35344b737809ffa95e6e6/"
"International online survey of 1048 individuals with functional neurological disorder","People with functional neurological disorder (FND) often experience high levels of multiple symptom comorbidity, distress, and associated physical symptoms, highlighting the need for a broad approach to this poorly served patient group.","M. Butler, Oliver Shipston-Sharman, Mathieu Seynaeve, Jianan Bao, S. Pick, Abigail Bradley-Westguard, Eveliina Ilola, Bridget Mildon, D. Golder, J. Rucker, J. Stone, T. Nicholson",2021,78,"Functional neurological disorder (FND) is common, and symptoms can be severe. There have been no international large-scale studies of patient experiences of FND. A patient questionnaire was created to assess FND patient characteristics, symptom comorbidities and illness perceptions. Respondents were recruited internationally through an open access questionnaire via social media and patient groups over a month-long period. In total, 1048 respondents from 16 countries participated. Mean age was 42 years (86% female). Median FND symptom duration was 5 years, and median time from first symptom to diagnosis was 2 years. Mean number of current symptoms (core FND and associated) was 9.9. Many respondents had associated symptoms, for example fatigue (93%), memory difficulties (80%) and headache (70%). Self-reported psychiatric comorbidities were relatively common (depression, 43%; anxiety, 51%; panic, 20%; and post-traumatic stress disorder, 22%). Most respondents reported that FND had multiple causes, including physical and psychological. This large survey adds further evidence that people with FND typically have high levels of multiple symptom comorbidity with resultant distress. It also supports the notion that associated physical symptoms are of particular clinical significance in FND patients. Dualistic ideas of FND were not supported by respondents, who generally preferred to conceptualize the disorder as one at the interface of mind and brain. The need for a broad approach to this poorly served patient group is highlighted. Potential selection and response biases due to distribution of the survey online, mostly via FND patient groups, are a key limitation.","non-rct observational study","European Journal of Neurology","1","10.1111/ene.15018","https://consensus.app/papers/international-online-survey-of-1048-individuals-with-butler-shipston-sharman/462ac1f2e43f5cb7ae30662dba1368aa/"
"Lifestyle Factors Counteract the Neurodevelopmental Impact of Genetic Risk for Accelerated Brain Aging in Adolescence","Lifestyle factors like education and healthy nutrition can counteract the neurodevelopmental impact of genetic risk factors, potentially protecting against psychopathology.","R. Petrican, A. Fornito, E. Boyland",2023,8,"","non-rct observational study","Biological Psychiatry","1","10.1016/j.biopsych.2023.06.023","https://consensus.app/papers/lifestyle-factors-counteract-the-neurodevelopmental-petrican-fornito/7fbd9f51260258318e6ec5bb9bd00cd2/"
"[Psychiatric Perspectives on Functional Neurological Disorder (Functional Neurological Symptom Disorder)].","","Yuki Mashima",2025,0,"Functional neurological disorders (FND), also termed functional neurological symptom disorders in the DSM-5-TR, are characterized by motor or sensory abnormalities lacking neurological explanation. Historically, this condition has been linked to hysteria. The concept of conversion-a psychological mechanism wherein repressed unconscious conflicts manifest as physical symptoms-remains widely accepted, though its validity has yet to be proven. Consequently, diagnosing FND no longer requires identifying psychological factors. Instead, the diagnosis is established based on positive neurological signs that lack an organic explanation. While the understanding of FND is evolving toward a biopsychosocial model, no standardized biological treatment currently exists, highlighting the necessity for psychosocial assessment and intervention. A comprehensive, individualized assessment of the patient's pathological narrative is preferred, in which traditional interpretations of conversion remain relevant. Cognitive behavioral therapy and psychodynamic therapy have been shown to be effective, yet accessibility remains limited, and patients with FND often exhibit reduced engagement. Even in clinical settings with restricted access to structured psychotherapy, the principles of Pierre Janet and Morita therapy can be effectively applied in treatment. Psychiatry is increasingly acknowledged as pivotal in refining treatment methodologies in clinical practice, with careful attention to the complexities of the mind.","","Brain and nerve = Shinkei kenkyu no shinpo","4","10.11477/mf.188160960770060651","https://consensus.app/papers/psychiatric-perspectives-on-functional-neurological-mashima/75322e07efee56879e7c57aaed74ad0a/"
"The complex syndrome of functional neurological disorder","A unified pathophysiology of 'functional' symptoms exists in functional neurological disorders, with high correlations between self-reported and objective measures of motor and non-motor symptoms and health-related quality of life.","Z. Forejtová, T. Serranová, T. Sieger, M. Slovák, L. Nováková, Gabriela Věchetová, E. Růžička, M. Edwards",2022,23,"Patients with functional neurological disorders (FND) often present with multiple motor, sensory, psychological and cognitive symptoms. In order to explore the relationship between these common symptoms, we performed a detailed clinical assessment of motor, non-motor symptoms, health-related quality of life (HRQoL) and disability in a large cohort of patients with motor FND. To understand the clinical heterogeneity, cluster analysis was used to search for subgroups within the cohort. One hundred fifty-two patients with a clinically established diagnosis of motor FND were assessed for motor symptom severity using the Simplified Functional Movement Disorder Rating Scale (S-FMDRS), the number of different motor phenotypes (i.e. tremor, dystonia, gait disorder, myoclonus, and weakness), gait severity and postural instability. All patients then evaluated each motor symptom type severity on a Likert scale and completed questionnaires for depression, anxiety, pain, fatigue, cognitive complaints and HRQoL. Significant correlations were found among the self-reported and all objective motor symptoms severity measures. All self-reported measures including HRQoL correlated strongly with each other. S-FMDRS weakly correlated with HRQoL. Hierarchical cluster analysis supplemented with gap statistics revealed a homogenous patient sample which could not be separated into subgroups. We interpret the lack of evidence of clusters along with a high degree of correlation between all self-reported and objective measures of motor or non-motor symptoms and HRQoL within current neurobiological models as evidence to support a unified pathophysiology of 'functional' symptoms. Our results support the unification of functional and somatic syndromes in classification schemes and for future mechanistic and therapeutic research.","non-rct observational study","Psychological Medicine","1","10.1017/s0033291721005225","https://consensus.app/papers/the-complex-syndrome-of-functional-neurological-disorder-forejtov%C3%A1-serranov%C3%A1/5c0bd84e1aaa5753883c6789aeba1f39/"
"Examining neuropsychiatric symptoms and functional decline in behavioral variant frontotemporal dementia","Neuropsychiatric symptoms in early-stage behavioral variant frontotemporal dementia are frequent and associated with functional decline, suggesting timely recognition and treatment may mitigate their impact on function.","C. Morrow, Eric Sah, C. Onyike",2025,1,"Neuropsychiatric symptoms (NPS) are core features of behavioral variant frontotemporal dementia (bvFTD), but their association with functional decline is incompletely understood. Participants (N = 219) were individuals enrolled in Alzheimer's Disease Research Centers between 2005 and 2024 with early-stage bvFTD (CDR ≤ 0.5). Functional status was coded as a binary variable based on the Functional Activities Questionnaire. Behavioral data were derived from the Neuropsychiatric Inventory Questionnaire and Clinician Judgement of Symptoms. Descriptive statistics and Cox proportional hazard analyses were used to characterize functional impairments and their association with NPS. Impairments in transactions (47%) and verbal communication (44%) were common at baseline, while impairments in self-care and incontinence (<10%) were rare. Apathy (65%), disinhibition (55%), depression, anxiety, irritability, and agitation were common at baseline (>40%). Psychosis was rare at baseline (<10%). By visit 4, impairments in transactions (81%), meal-preparation (65%), self-care (55%) and verbal communication (61%) were common. Emergence of apathy, disinhibition, depression, anxiety, and irritability were associated with an increased hazard of impairments in ambulation, meal preparation, self-care, and transactions. NPS in bvFTD are frequent, occur early, and are associated with functional decline. Timely recognition and treatment of NPS may mitigate their impact on function.","non-rct observational study","International Review of Psychiatry","2","10.1080/09540261.2025.2571072","https://consensus.app/papers/examining-neuropsychiatric-symptoms-and-functional-morrow-sah/8852ead6fb1750b48a1e1dd7b1154727/"
"Systematic review of psychotherapy for adults with functional neurological disorder","Both CBT and PDT show potential benefits for functional neurological disorder, but better quality studies are needed.","M. Gutkin, Loyola M Mclean, Richard Brown, R. Kanaan",2020,90,"Functional neurological disorder (FND) is a common and disabling disorder that is often considered difficult to treat, particularly in adults. Psychological therapies are often recommended for FND. Outcome research on psychological therapies for FND has grown in recent years but has not been systematically evaluated since 2005. This study aims to build on that by systematically reviewing the evidence-base for individual outpatient cognitive behavioural and psychodynamic psychotherapies for FND. Medical databases were systematically searched for prospective studies of individual outpatient psychotherapy for FND with at least five adult participants. Studies were assessed for methodological quality using a standardised assessment tool. Results were synthesised, and effect sizes calculated for illustrative purposes. The search strategy identified 131 relevant studies, of which 19 were eligible for inclusion: 12 examining cognitive behavioural therapy (CBT) and 7 investigating psychodynamic therapy (PDT). Eleven were pre-post studies and eight were randomised controlled trials. Most studies recruited a single symptom-based subtype rather than all presentations of FND. Effect sizes, where calculable, showed generally medium-sized benefits for physical symptoms, mental health, well-being, function and resource use for both CBT and PDT. Outcomes were broadly comparable across the two therapy types, although a lack of high-quality controlled trials of PDT is a significant limitation, as is the lack of long-term follow-up data in the majority of identified CBT trials. In conclusion, both CBT and PDT appear to potentially offer some benefit for FND, although better quality studies are needed.","systematic review","Journal of Neurology, Neurosurgery, and Psychiatry","1","10.1136/jnnp-2019-321926","https://consensus.app/papers/systematic-review-of-psychotherapy-for-adults-with-gutkin-mclean/5ee32f5f80ac59babffed5962e502f5a/"
"Risk, Precipitating, and Perpetuating Factors in Functional Neurological Disorder: A Systematic Review Across Clinical Subtypes","Childhood adversity, psychiatric history, neurodevelopmental traits, and personality patterns are key risk factors for functional neurological disorders, with shared and subtype-specific influences.","Ioannis A. Mavroudis, Katerina Franekova, Foivos E Petridis, A. Ciobîcă, Gabriel Dăscălescu, Emil Anton, C. Ilea, S. Papagiannopoulos, D. Kazis",2025,1,"Functional Neurological Disorder (FND) encompasses conditions with neurological symptoms inconsistent with structural pathology, arising instead from complex interactions between psychological, biological, and social factors. Despite growing research, the etiological and risk factor landscape remains only partially understood, complicating diagnosis and treatment.This systematic review maps risk factors for major FND subtypes such as functional seizures (psychogenic non-epileptic seizures or PNES), functional cognitive disorder (FCD), functional movement disorders (FMD), functional weakness and sensory disturbances, functional visual symptoms, and functional gait abnormalities by categorizing predisposing, precipitating, and perpetuating influences.A systematic search of PubMed, PsycINFO, Scopus, and Web of Science initially identified 245 records. After removal of 64 duplicates, 181 studies were screened by title and abstract. Of these, 96 full texts were examined in detail, and finally 23 studies met the predefined inclusion criteria. Data were extracted and analyzed thematically within a biopsychosocial framework, with results summarized in subtype-specific profiles.Childhood adversity, especially emotional, physical, or sexual abuse, emerged as a robust and consistent predisposing factor across PNES cohorts. Psychiatric history (notably anxiety, depression, and PTSD), neurodevelopmental traits (more frequent in FCD), and personality patterns such as alexithymia and somatization also contributed to vulnerability. Precipitating influences included acute psychological stress, intrapersonal conflict, or concurrent medical illness. Perpetuating factors comprise maladaptive illness beliefs, avoidance behaviors, insufficient explanation or validation by healthcare providers, and secondary gains related to disability. While several risk factors were shared across subtypes, others appeared subtype-specific (trauma was especially associated with PNES, whereas neurodevelopmental traits were more characteristic of FCD).FND arises from a dynamic interplay of predisposing, precipitating, and perpetuating factors, with both shared and subtype-specific influences. Recognizing this heterogeneity can enhance diagnostic precision, guide tailored intervention, and inform future research into the neurobiological and psychosocial mechanisms underlying FND.","systematic review","Brain Sciences","2","10.3390/brainsci15090907","https://consensus.app/papers/risk-precipitating-and-perpetuating-factors-in-mavroudis-franekova/7f6718feb0ee5ad2a54029af11b98926/"
